@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.039, 0.042, 0.045, 0.055, 0.06, 0.142, 0.096, 0.08, 0.162, 0.256, 0.308, 0.34, 0.34, 0.395, 0.335, 0.225, 0.209, 0.225, 0.338, 0.458, 0.647, 0.671, 0.701, 0.762, 0.774, 0.677, 0.737, 0.783, 0.962, 1.0, 0.809, 0.556, 0.541, 0.499, 0.311, 0.29, 0.224, 0.096, 0.229, 0.323, 0.345, 0.388, 0.324, 0.093, 0.117, 0.057, 0.077, 0.097, 0.059, 0.0050, 0.012, 0.015, 0.0040, 0.011, 0.0030, 0.0060, 0.01, 0.0070, 0.0050, 0.0090, M
0.024, 0.022, 0.017, 0.052, 0.075, 0.112, 0.126, 0.172, 0.307, 0.32, 0.295, 0.248, 0.251, 0.181, 0.141, 0.302, 0.364, 0.389, 0.298, 0.222, 0.162, 0.134, 0.205, 0.379, 0.577, 0.754, 0.841, 0.855, 0.904, 1.0, 0.965, 0.791, 0.641, 0.599, 0.684, 0.777, 0.808, 0.743, 0.63, 0.571, 0.443, 0.336, 0.38, 0.495, 0.437, 0.24, 0.113, 0.165, 0.093, 0.022, 0.021, 0.022, 0.015, 0.0080, 0.0060, 0.0020, 0.0060, 0.0050, 0.0030, 0.0020, M
0.036, 0.048, 0.03, 0.021, 0.141, 0.192, 0.135, 0.161, 0.17, 0.144, 0.199, 0.215, 0.286, 0.357, 0.398, 0.436, 0.533, 0.63, 0.7, 0.744, 0.838, 0.864, 0.901, 0.943, 0.954, 1.0, 0.955, 0.974, 0.896, 0.72, 0.546, 0.316, 0.252, 0.197, 0.219, 0.153, 0.071, 0.15, 0.176, 0.228, 0.132, 0.106, 0.197, 0.169, 0.188, 0.118, 0.078, 0.05, 0.049, 0.019, 0.025, 0.012, 0.019, 0.0060, 0.01, 0.0050, 0.0070, 0.011, 0.0070, 0.0030, M
0.023, 0.085, 0.1, 0.043, 0.112, 0.165, 0.16, 0.212, 0.33, 0.352, 0.333, 0.364, 0.402, 0.473, 0.52, 0.657, 0.843, 0.848, 0.834, 0.845, 0.8, 0.854, 0.964, 1.0, 0.936, 0.941, 0.907, 0.71, 0.632, 0.567, 0.35, 0.245, 0.17, 0.329, 0.367, 0.233, 0.241, 0.256, 0.189, 0.194, 0.307, 0.278, 0.031, 0.124, 0.185, 0.175, 0.108, 0.073, 0.024, 0.019, 0.016, 0.017, 0.019, 0.026, 0.014, 0.012, 0.012, 0.0090, 0.0010, 0.0040, M
0.06, 0.047, 0.05, 0.039, 0.103, 0.077, 0.085, 0.045, 0.109, 0.035, 0.158, 0.202, 0.227, 0.283, 0.382, 0.466, 0.669, 0.865, 0.936, 0.937, 0.914, 0.916, 0.931, 0.86, 0.733, 0.576, 0.416, 0.411, 0.415, 0.315, 0.294, 0.317, 0.315, 0.413, 0.399, 0.42, 0.453, 0.442, 0.474, 0.343, 0.319, 0.337, 0.249, 0.265, 0.175, 0.093, 0.053, 0.0080, 0.034, 0.014, 0.0030, 0.0010, 0.0, 0.023, 0.021, 0.0080, 0.012, 0.011, 0.011, 0.01, M
0.029, 0.012, 0.012, 0.011, 0.05, 0.1, 0.133, 0.112, 0.298, 0.347, 0.423, 0.504, 0.524, 0.44, 0.324, 0.296, 0.329, 0.323, 0.453, 0.634, 0.704, 0.831, 0.845, 0.851, 0.914, 0.998, 1.0, 0.754, 0.466, 0.392, 0.385, 0.467, 0.424, 0.31, 0.075, 0.288, 0.407, 0.317, 0.286, 0.263, 0.054, 0.187, 0.346, 0.465, 0.437, 0.258, 0.132, 0.05, 0.011, 0.0060, 0.0040, 0.0060, 0.01, 0.0080, 0.0010, 0.0050, 0.0020, 0.0010, 0.0080, 0.0040, M
0.042, 0.032, 0.071, 0.011, 0.107, 0.097, 0.096, 0.132, 0.246, 0.27, 0.341, 0.429, 0.368, 0.394, 0.296, 0.317, 0.282, 0.305, 0.241, 0.542, 0.68, 0.632, 0.582, 0.68, 0.598, 0.841, 0.991, 0.919, 0.8, 0.671, 0.563, 0.733, 0.604, 0.258, 0.035, 0.18, 0.304, 0.476, 0.576, 0.425, 0.505, 0.718, 0.616, 0.566, 0.575, 0.359, 0.253, 0.23, 0.127, 0.036, 0.037, 0.018, 0.0040, 0.0090, 0.012, 0.0080, 0.0060, 0.0020, 0.0040, 0.0020, M
0.071, 0.125, 0.145, 0.164, 0.169, 0.084, 0.072, 0.095, 0.158, 0.125, 0.234, 0.176, 0.228, 0.312, 0.472, 0.554, 0.539, 0.375, 0.458, 0.596, 0.746, 0.764, 0.571, 0.626, 0.67, 0.713, 0.757, 0.808, 0.848, 0.929, 0.951, 0.8, 0.436, 0.405, 0.495, 0.171, 0.365, 0.376, 0.284, 0.043, 0.533, 0.695, 0.429, 0.306, 0.584, 0.569, 0.263, 0.12, 0.098, 0.037, 0.029, 0.016, 0.02, 0.014, 0.013, 0.014, 0.013, 0.013, 0.015, 0.022, M
0.021, 0.028, 0.012, 0.044, 0.043, 0.077, 0.146, 0.143, 0.189, 0.185, 0.175, 0.156, 0.148, 0.138, 0.258, 0.383, 0.478, 0.536, 0.619, 0.791, 0.926, 1.0, 0.908, 0.744, 0.556, 0.317, 0.13, 0.06, 0.272, 0.362, 0.329, 0.486, 0.394, 0.184, 0.034, 0.249, 0.384, 0.351, 0.265, 0.176, 0.16, 0.087, 0.059, 0.081, 0.049, 0.042, 0.05, 0.037, 0.012, 0.012, 0.013, 0.01, 0.0010, 0.0050, 0.0040, 0.0030, 0.0080, 0.0050, 0.0020, 0.0010, M
0.026, 0.043, 0.055, 0.068, 0.078, 0.125, 0.13, 0.173, 0.279, 0.295, 0.251, 0.26, 0.225, 0.212, 0.127, 0.119, 0.179, 0.218, 0.165, 0.074, 0.062, 0.238, 0.482, 0.637, 0.753, 0.896, 0.994, 0.996, 0.933, 0.934, 0.885, 0.769, 0.686, 0.639, 0.638, 0.663, 0.598, 0.456, 0.313, 0.416, 0.432, 0.403, 0.42, 0.456, 0.396, 0.297, 0.21, 0.156, 0.088, 0.026, 0.012, 0.0090, 0.0060, 0.0020, 0.0040, 0.0080, 0.0030, 0.0060, 0.0050, 0.0050, M
0.064, 0.071, 0.045, 0.033, 0.018, 0.126, 0.102, 0.192, 0.336, 0.39, 0.467, 0.563, 0.551, 0.434, 0.305, 0.349, 0.398, 0.388, 0.528, 0.72, 0.77, 0.856, 0.869, 0.924, 1.0, 0.966, 0.982, 0.736, 0.416, 0.292, 0.328, 0.369, 0.345, 0.286, 0.086, 0.372, 0.465, 0.349, 0.182, 0.114, 0.122, 0.262, 0.446, 0.473, 0.326, 0.142, 0.039, 0.041, 0.031, 0.0090, 0.015, 0.0050, 0.0020, 0.0090, 0.0070, 0.01, 0.0090, 0.0080, 0.0040, 0.0050, M
0.013, 0.0070, 0.031, 0.031, 0.0080, 0.077, 0.077, 0.064, 0.073, 0.09, 0.075, 0.084, 0.123, 0.162, 0.232, 0.293, 0.353, 0.366, 0.322, 0.309, 0.408, 0.428, 0.466, 0.596, 0.695, 0.839, 0.888, 0.64, 0.331, 0.342, 0.492, 0.459, 0.303, 0.437, 0.518, 0.512, 0.475, 0.49, 0.46, 0.446, 0.42, 0.287, 0.23, 0.095, 0.01, 0.053, 0.038, 0.011, 0.011, 0.0080, 0.011, 0.0060, 0.0030, 0.0040, 0.0080, 0.0040, 0.0050, 0.0010, 0.0050, 0.0020, R
0.022, 0.0020, 0.0080, 0.01, 0.044, 0.091, 0.089, 0.066, 0.162, 0.145, 0.144, 0.095, 0.062, 0.164, 0.071, 0.084, 0.259, 0.268, 0.309, 0.468, 0.596, 0.724, 0.877, 0.921, 0.928, 0.994, 1.0, 0.907, 0.854, 0.729, 0.65, 0.607, 0.559, 0.597, 0.628, 0.546, 0.479, 0.396, 0.209, 0.165, 0.184, 0.065, 0.076, 0.049, 0.035, 0.03, 0.024, 0.038, 0.012, 0.0070, 0.0050, 0.0030, 0.013, 0.01, 0.0040, 0.0060, 0.0030, 0.0040, 0.0020, 0.0030, R
0.0090, 0.0050, 0.0080, 0.023, 0.059, 0.068, 0.099, 0.072, 0.058, 0.082, 0.132, 0.186, 0.279, 0.258, 0.224, 0.257, 0.293, 0.299, 0.392, 0.469, 0.566, 0.646, 0.677, 0.758, 0.886, 0.942, 1.0, 0.856, 0.679, 0.559, 0.415, 0.295, 0.202, 0.069, 0.117, 0.216, 0.222, 0.278, 0.231, 0.144, 0.151, 0.174, 0.176, 0.142, 0.091, 0.014, 0.047, 0.048, 0.016, 0.0040, 0.0020, 0.0050, 0.0040, 0.0080, 0.011, 0.0050, 0.0030, 0.0060, 0.0060, 0.0030, R
0.026, 0.044, 0.014, 0.0080, 0.03, 0.044, 0.034, 0.078, 0.084, 0.078, 0.033, 0.206, 0.191, 0.106, 0.146, 0.223, 0.207, 0.11, 0.108, 0.116, 0.222, 0.069, 0.206, 0.238, 0.09, 0.228, 0.587, 0.846, 0.847, 0.768, 0.806, 0.626, 0.654, 0.875, 0.988, 0.935, 0.696, 0.573, 0.587, 0.666, 0.565, 0.525, 0.368, 0.2, 0.151, 0.051, 0.093, 0.098, 0.052, 0.019, 0.01, 0.0040, 0.019, 0.016, 0.0070, 0.01, 0.0070, 0.0080, 0.0090, 0.01, R
0.015, 0.01, 0.011, 0.026, 0.01, 0.039, 0.086, 0.092, 0.095, 0.15, 0.191, 0.212, 0.225, 0.257, 0.17, 0.202, 0.254, 0.342, 0.403, 0.455, 0.552, 0.599, 0.585, 0.711, 0.95, 0.986, 1.0, 0.958, 0.864, 0.713, 0.589, 0.432, 0.29, 0.174, 0.077, 0.23, 0.246, 0.31, 0.331, 0.222, 0.087, 0.206, 0.181, 0.162, 0.112, 0.082, 0.112, 0.095, 0.041, 0.012, 0.0050, 0.0050, 0.0040, 0.0040, 0.0010, 0.0050, 0.0040, 0.0010, 0.0030, 0.0030, R
0.041, 0.065, 0.04, 0.06, 0.05, 0.182, 0.118, 0.102, 0.058, 0.218, 0.246, 0.333, 0.309, 0.261, 0.323, 0.373, 0.42, 0.536, 0.706, 0.82, 0.884, 0.83, 0.761, 0.76, 0.837, 0.89, 0.765, 0.59, 0.304, 0.082, 0.279, 0.724, 0.803, 0.805, 0.768, 0.747, 0.625, 0.173, 0.292, 0.5, 0.522, 0.482, 0.4, 0.388, 0.165, 0.044, 0.066, 0.042, 0.048, 0.024, 0.0070, 0.0060, 0.013, 0.018, 0.0070, 0.02, 0.02, 0.01, 0.0070, 0.0060, R
0.013, 0.0080, 0.019, 0.014, 0.044, 0.067, 0.061, 0.013, 0.09, 0.092, 0.144, 0.148, 0.209, 0.256, 0.26, 0.198, 0.239, 0.313, 0.408, 0.453, 0.489, 0.567, 0.623, 0.674, 0.828, 0.882, 0.92, 0.896, 0.755, 0.674, 0.646, 0.501, 0.366, 0.23, 0.136, 0.212, 0.24, 0.267, 0.286, 0.206, 0.166, 0.263, 0.255, 0.17, 0.147, 0.129, 0.093, 0.072, 0.032, 0.026, 0.014, 0.0040, 0.0030, 0.0020, 0.0020, 0.0050, 0.014, 0.014, 0.0030, 0.0060, R
0.031, 0.049, 0.069, 0.083, 0.0080, 0.02, 0.098, 0.102, 0.202, 0.077, 0.177, 0.256, 0.281, 0.272, 0.323, 0.346, 0.54, 0.791, 0.906, 0.87, 0.767, 0.296, 0.415, 0.604, 0.318, 0.348, 0.616, 0.805, 0.629, 0.5, 0.583, 0.666, 0.412, 0.126, 0.249, 0.468, 0.538, 0.315, 0.214, 0.185, 0.168, 0.233, 0.102, 0.071, 0.062, 0.078, 0.076, 0.084, 0.059, 0.0070, 0.0090, 0.0090, 0.0030, 0.013, 0.019, 0.01, 0.023, 0.018, 0.0050, 0.0040, R
0.022, 0.034, 0.039, 0.024, 0.108, 0.116, 0.14, 0.101, 0.115, 0.178, 0.408, 0.411, 0.397, 0.508, 0.651, 0.807, 0.982, 1.0, 0.941, 0.845, 0.811, 0.846, 0.621, 0.582, 0.774, 0.82, 0.56, 0.299, 0.501, 0.663, 0.575, 0.406, 0.375, 0.348, 0.158, 0.142, 0.213, 0.187, 0.1, 0.24, 0.224, 0.203, 0.071, 0.161, 0.167, 0.17, 0.183, 0.14, 0.051, 0.022, 0.01, 0.0030, 0.01, 0.0080, 0.0080, 0.0090, 0.0030, 0.0030, 0.0010, 0.0070, R
0.037, 0.028, 0.01, 0.057, 0.076, 0.068, 0.097, 0.147, 0.216, 0.254, 0.294, 0.294, 0.266, 0.319, 0.279, 0.253, 0.198, 0.193, 0.283, 0.324, 0.35, 0.332, 0.422, 0.477, 0.481, 0.632, 0.833, 0.946, 1.0, 0.842, 0.552, 0.48, 0.52, 0.397, 0.194, 0.152, 0.201, 0.174, 0.103, 0.224, 0.372, 0.445, 0.394, 0.203, 0.201, 0.219, 0.184, 0.148, 0.097, 0.022, 0.015, 0.01, 0.0020, 0.0020, 0.0060, 0.0090, 0.0010, 0.0090, 0.011, 0.0050, M
0.018, 0.044, 0.048, 0.07, 0.162, 0.089, 0.06, 0.107, 0.318, 0.292, 0.327, 0.304, 0.303, 0.259, 0.168, 0.131, 0.28, 0.452, 0.664, 0.768, 0.696, 0.439, 0.243, 0.289, 0.497, 0.817, 1.0, 0.924, 0.852, 0.772, 0.577, 0.519, 0.682, 0.622, 0.505, 0.358, 0.381, 0.381, 0.336, 0.277, 0.365, 0.383, 0.345, 0.21, 0.103, 0.08, 0.07, 0.053, 0.024, 0.012, 0.012, 0.012, 0.011, 0.01, 0.0030, 0.0020, 0.0030, 0.0050, 0.0070, 0.0020, M
0.039, 0.011, 0.027, 0.026, 0.041, 0.049, 0.105, 0.169, 0.21, 0.247, 0.268, 0.305, 0.286, 0.229, 0.116, 0.213, 0.206, 0.222, 0.324, 0.433, 0.507, 0.594, 0.708, 0.764, 0.888, 0.971, 0.988, 0.981, 0.946, 0.854, 0.646, 0.34, 0.383, 0.32, 0.133, 0.044, 0.123, 0.203, 0.165, 0.104, 0.107, 0.211, 0.242, 0.163, 0.077, 0.072, 0.091, 0.081, 0.05, 0.01, 0.0090, 0.0080, 0.0080, 0.0030, 0.0080, 0.0040, 0.0070, 0.0040, 0.0020, 0.0010, M
0.0090, 0.033, 0.031, 0.038, 0.13, 0.18, 0.191, 0.169, 0.187, 0.172, 0.223, 0.311, 0.414, 0.516, 0.537, 0.511, 0.644, 0.733, 0.816, 0.886, 0.989, 1.0, 0.875, 0.863, 0.907, 0.867, 0.775, 0.66, 0.562, 0.402, 0.233, 0.116, 0.11, 0.043, 0.062, 0.196, 0.212, 0.324, 0.41, 0.294, 0.191, 0.17, 0.101, 0.151, 0.143, 0.11, 0.117, 0.097, 0.07, 0.028, 0.022, 0.015, 0.011, 0.024, 0.016, 0.0060, 0.0080, 0.0060, 0.0090, 0.0070, M
0.023, 0.032, 0.017, 0.023, 0.041, 0.012, 0.022, 0.08, 0.236, 0.246, 0.224, 0.152, 0.173, 0.31, 0.438, 0.56, 0.682, 0.616, 0.68, 0.844, 0.992, 1.0, 0.798, 0.543, 0.395, 0.518, 0.565, 0.304, 0.188, 0.396, 0.229, 0.354, 0.419, 0.24, 0.185, 0.376, 0.433, 0.363, 0.252, 0.187, 0.105, 0.234, 0.199, 0.11, 0.068, 0.03, 0.067, 0.078, 0.046, 0.025, 0.015, 0.012, 0.0040, 0.012, 0.0040, 0.011, 0.0050, 0.0090, 0.0010, 0.0090, M
0.026, 0.0070, 0.034, 0.079, 0.104, 0.078, 0.142, 0.118, 0.045, 0.094, 0.113, 0.084, 0.072, 0.197, 0.263, 0.419, 0.505, 0.671, 0.792, 0.838, 0.876, 0.942, 1.0, 0.993, 0.958, 0.865, 0.722, 0.58, 0.496, 0.489, 0.408, 0.244, 0.177, 0.247, 0.352, 0.376, 0.291, 0.231, 0.317, 0.355, 0.374, 0.444, 0.326, 0.196, 0.086, 0.169, 0.199, 0.122, 0.063, 0.032, 0.025, 0.021, 0.026, 0.018, 0.0040, 0.0070, 0.012, 0.0080, 0.0080, 0.0070, M
0.01, 0.04, 0.068, 0.069, 0.089, 0.093, 0.096, 0.214, 0.255, 0.295, 0.402, 0.515, 0.49, 0.413, 0.358, 0.345, 0.307, 0.294, 0.435, 0.726, 0.815, 0.81, 0.666, 0.696, 0.775, 0.869, 1.0, 0.994, 0.879, 0.648, 0.588, 0.641, 0.497, 0.276, 0.03, 0.336, 0.317, 0.413, 0.628, 0.498, 0.261, 0.47, 0.481, 0.492, 0.529, 0.222, 0.14, 0.189, 0.095, 0.013, 0.031, 0.024, 0.0080, 0.014, 0.017, 0.0010, 0.011, 0.0040, 0.0040, 0.0020, M
0.03, 0.036, 0.021, 0.023, 0.046, 0.066, 0.094, 0.097, 0.254, 0.313, 0.219, 0.262, 0.242, 0.218, 0.116, 0.124, 0.089, 0.176, 0.176, 0.154, 0.051, 0.18, 0.404, 0.57, 0.658, 0.747, 0.854, 0.908, 0.867, 0.889, 0.906, 0.852, 0.72, 0.62, 0.625, 0.685, 0.734, 0.628, 0.572, 0.612, 0.56, 0.496, 0.503, 0.577, 0.591, 0.48, 0.388, 0.278, 0.143, 0.042, 0.027, 0.02, 0.0070, 0.0070, 0.0090, 0.0090, 0.0070, 0.0040, 0.0060, 0.0020, M
0.021, 0.054, 0.033, 0.082, 0.074, 0.032, 0.092, 0.107, 0.155, 0.123, 0.18, 0.179, 0.125, 0.258, 0.337, 0.399, 0.165, 0.227, 0.322, 0.536, 0.816, 1.0, 0.87, 0.689, 0.63, 0.574, 0.571, 0.598, 0.43, 0.206, 0.1, 0.225, 0.231, 0.398, 0.332, 0.173, 0.143, 0.217, 0.197, 0.214, 0.367, 0.202, 0.078, 0.092, 0.239, 0.34, 0.259, 0.11, 0.091, 0.046, 0.017, 0.0030, 0.0050, 0.019, 0.01, 0.012, 0.0040, 0.0090, 0.0070, 0.01, M
0.018, 0.014, 0.041, 0.063, 0.06, 0.081, 0.209, 0.346, 0.528, 0.596, 0.625, 0.451, 0.369, 0.286, 0.164, 0.042, 0.178, 0.439, 0.695, 0.81, 0.855, 0.872, 0.86, 0.92, 0.873, 0.808, 0.869, 0.841, 0.579, 0.375, 0.348, 0.464, 0.65, 0.69, 0.567, 0.519, 0.506, 0.388, 0.376, 0.374, 0.26, 0.159, 0.188, 0.227, 0.158, 0.121, 0.088, 0.085, 0.036, 0.022, 0.0090, 0.012, 0.0060, 0.019, 0.011, 0.013, 0.0080, 0.016, 0.016, 0.0080, M
0.021, 0.012, 0.02, 0.104, 0.168, 0.042, 0.072, 0.083, 0.049, 0.069, 0.112, 0.174, 0.271, 0.309, 0.358, 0.5, 0.601, 0.647, 0.807, 0.901, 0.891, 0.934, 1.0, 0.91, 0.85, 0.787, 0.769, 0.772, 0.627, 0.43, 0.208, 0.12, 0.166, 0.262, 0.386, 0.396, 0.325, 0.23, 0.325, 0.402, 0.434, 0.401, 0.337, 0.252, 0.21, 0.118, 0.115, 0.055, 0.029, 0.018, 0.01, 0.012, 0.01, 0.0060, 0.0030, 0.01, 0.0080, 0.011, 0.016, 0.013, M
